hour,machine_id,avg_temperature,min_temperature,max_temperature,avg_pressure,pressure_min,pressure_max,avg_vibration,vibration_min,vibration_max,total_checks,defect_count,defect_rate
2025-03-04 12:00:00,30,68.23,55.63,80.83,2.995,1.11,4.88,53.285,44.11,62.46,0,0,0
2025-03-04 12:00:00,32,74.84,74.84,74.84,2.7,2.7,2.7,29.8,29.8,29.8,0,0,0
2025-03-04 12:00:00,33,82.86333333333333,81.74,84.41,3.8833333333333333,2.41,4.74,42.626666666666665,32.82,54.13,0,0,0
2025-03-04 12:00:00,34,72.36500000000001,70.95,73.78,2.23,1.86,2.6,65.96000000000001,52.92,79.0,0,0,0
2025-03-04 12:00:00,36,77.24,77.24,77.24,2.61,2.61,2.61,69.76,69.76,69.76,0,0,0
2025-03-04 12:00:00,37,73.705,58.44,83.04,2.83,1.96,4.68,44.055,31.03,60.03,0,0,0
2025-03-04 12:00:00,38,47.2,47.2,47.2,1.46,1.46,1.46,74.26,74.26,74.26,0,0,0
2025-03-04 12:00:00,39,71.6,71.6,71.6,1.88,1.88,1.88,69.06,69.06,69.06,0,0,0
2025-03-04 12:00:00,4,68.08,68.08,68.08,2.23,2.23,2.23,72.97,72.97,72.97,0,0,0
2025-03-04 12:00:00,43,87.55,87.55,87.55,2.98,2.98,2.98,43.85,43.85,43.85,0,0,0
2025-03-04 12:00:00,44,82.39,82.39,82.39,4.33,4.33,4.33,38.8,38.8,38.8,0,0,0
2025-03-04 12:00:00,45,67.26,67.26,67.26,1.32,1.32,1.32,41.19,41.19,41.19,0,0,0
2025-03-04 12:00:00,46,57.96,57.96,57.96,1.8,1.8,1.8,71.85,71.85,71.85,0,0,0
2025-03-04 12:00:00,47,81.39,81.39,81.39,4.39,4.39,4.39,47.11,47.11,47.11,0,0,0
2025-03-04 12:00:00,48,73.4,73.4,73.4,4.24,4.24,4.24,49.47,49.47,49.47,0,0,0
2025-03-04 12:00:00,49,77.67,77.67,77.67,3.88,3.88,3.88,4.91,4.91,4.91,0,0,0
2025-03-04 12:00:00,5,78.82,78.82,78.82,2.32,2.32,2.32,44.98,44.98,44.98,0,0,0
2025-03-04 12:00:00,50,72.89,65.95,79.83,4.385,3.84,4.93,37.785,27.5,48.07,0,0,0
2025-03-04 12:00:00,6,72.695,63.3,82.09,4.495,4.11,4.88,62.39,50.93,73.85,0,0,0
2025-03-04 12:00:00,7,86.11500000000001,82.69,89.54,2.56,1.43,3.69,43.025,39.23,46.82,0,0,0
2025-03-04 12:00:00,9,68.07,68.07,68.07,1.95,1.95,1.95,58.71,58.71,58.71,0,0,0
2025-03-04 13:00:00,1,73.12,73.12,73.12,1.06,1.06,1.06,66.83,66.83,66.83,0,0,0
2025-03-04 13:00:00,11,76.39500000000001,67.26,85.53,3.32,3.26,3.38,49.64,30.96,68.32,0,0,0
2025-03-04 13:00:00,15,75.93333333333334,70.94,83.4,2.523333333333333,1.19,4.31,39.78,35.32,44.45,0,0,0
2025-03-04 13:00:00,16,73.12,69.82,76.42,4.43,4.36,4.5,55.83,41.47,70.19,0,0,0
2025-03-04 13:00:00,17,64.955,64.72,65.19,4.495,4.04,4.95,52.980000000000004,48.96,57.0,0,0,0
2025-03-04 13:00:00,18,81.72,81.72,81.72,3.01,3.01,3.01,50.52,50.52,50.52,0,0,0
2025-03-04 13:00:00,19,70.63499999999999,62.64,78.63,2.04,1.3,2.78,34.885000000000005,22.35,47.42,0,0,0
2025-03-04 13:00:00,2,83.455,80.99,85.92,4.4,4.06,4.74,42.584999999999994,36.51,48.66,0,0,0
2025-03-04 13:00:00,20,86.81,86.81,86.81,2.51,2.51,2.51,71.86,71.86,71.86,0,0,0
2025-03-04 13:00:00,22,79.75,79.75,79.75,3.4,3.4,3.4,84.03,84.03,84.03,0,0,0
2025-03-04 13:00:00,24,71.2,61.17,78.72,4.1466666666666665,3.02,4.8,39.580000000000005,23.25,56.07,0,0,0
2025-03-04 13:00:00,25,73.78,73.78,73.78,3.5,3.5,3.5,61.2,61.2,61.2,0,0,0
2025-03-04 13:00:00,27,82.675,76.64,88.71,3.665,3.36,3.97,41.59,14.32,68.86,0,0,0
2025-03-04 13:00:00,28,72.56,72.56,72.56,4.3,4.3,4.3,40.66,40.66,40.66,0,0,0
2025-03-04 13:00:00,29,78.86666666666666,73.14,83.07,4.24,3.83,4.48,48.61666666666667,40.83,62.63,0,0,0
2025-03-04 13:00:00,32,77.15,77.15,77.15,4.9,4.9,4.9,39.03,39.03,39.03,0,0,0
2025-03-04 13:00:00,33,83.47,83.47,83.47,4.44,4.44,4.44,59.38,59.38,59.38,0,0,0
2025-03-04 13:00:00,34,84.99,84.99,84.99,4.6,4.6,4.6,62.31,62.31,62.31,0,0,0
2025-03-04 13:00:00,36,72.79,59.04,86.54,1.9,1.74,2.06,55.6,44.95,66.25,0,0,0
2025-03-04 13:00:00,38,74.7575,70.93,84.49,3.02,1.78,4.99,48.4025,34.72,58.38,0,0,0
2025-03-04 13:00:00,41,67.36666666666666,61.41,78.71,3.0066666666666664,1.82,4.96,55.64666666666667,33.97,75.44,0,0,0
2025-03-04 13:00:00,43,76.69666666666667,75.95,77.59,2.703333333333333,1.18,4.35,62.830000000000005,51.43,79.19,0,0,0
2025-03-04 13:00:00,44,76.91,76.91,76.91,3.28,3.28,3.28,42.77,42.77,42.77,0,0,0
2025-03-04 13:00:00,45,54.84,54.84,54.84,4.19,4.19,4.19,46.02,46.02,46.02,0,0,0
2025-03-04 13:00:00,47,75.44,75.44,75.44,4.03,4.03,4.03,40.51,40.51,40.51,0,0,0
2025-03-04 13:00:00,48,75.63,75.63,75.63,2.56,2.56,2.56,76.49,76.49,76.49,0,0,0
2025-03-04 13:00:00,49,77.87666666666667,74.79,82.47,2.6799999999999997,1.48,3.58,37.61666666666667,33.35,41.2,0,0,0
2025-03-04 13:00:00,5,75.77000000000001,66.11,85.43,4.5,4.42,4.58,58.445,51.69,65.2,0,0,0
2025-03-04 13:00:00,50,73.2,73.2,73.2,1.82,1.82,1.82,56.63,56.63,56.63,0,0,0
2025-03-04 13:00:00,6,80.17333333333333,69.44,90.02,3.7133333333333334,1.88,4.82,38.63333333333333,33.71,45.65,0,0,0
2025-03-04 13:00:00,7,65.64,65.64,65.64,1.7,1.7,1.7,21.18,21.18,21.18,0,0,0
2025-03-04 13:00:00,8,81.62,73.31,88.38,3.15,1.65,4.35,50.03333333333333,43.45,62.07,0,0,0
2025-03-04 13:00:00,9,91.96,91.96,91.96,2.99,2.99,2.99,42.76,42.76,42.76,0,0,0
2025-03-04 14:00:00,10,62.78333333333333,53.48,79.87,2.6966666666666668,1.65,3.4,46.64333333333334,43.16,50.21,0,0,0
2025-03-04 14:00:00,11,73.72,73.72,73.72,1.4,1.4,1.4,62.19,62.19,62.19,0,0,0
2025-03-04 14:00:00,12,59.59,52.48,66.7,4.09,3.98,4.2,38.269999999999996,22.49,54.05,0,0,0
2025-03-04 14:00:00,15,65.875,48.85,82.9,2.9850000000000003,2.29,3.68,31.33,22.75,39.91,0,0,0
2025-03-04 14:00:00,16,72.74,72.74,72.74,3.89,3.89,3.89,57.4,57.4,57.4,0,0,0
2025-03-04 14:00:00,17,71.325,68.56,74.09,3.295,3.18,3.41,41.78,31.12,52.44,0,0,0
2025-03-04 14:00:00,19,79.93,79.93,79.93,3.52,3.52,3.52,70.66,70.66,70.66,0,0,0
2025-03-04 14:00:00,2,93.51,93.51,93.51,1.19,1.19,1.19,66.94,66.94,66.94,0,0,0
2025-03-04 14:00:00,20,73.66,73.66,73.66,4.34,4.34,4.34,22.71,22.71,22.71,0,0,0
2025-03-04 14:00:00,22,84.96,84.96,84.96,4.13,4.13,4.13,53.22,53.22,53.22,0,0,0
2025-03-04 14:00:00,23,81.87,79.03,84.71,1.1749999999999998,1.14,1.21,69.155,60.37,77.94,0,0,0
2025-03-04 14:00:00,25,79.15,70.06,88.24,3.035,1.66,4.41,47.185,38.13,56.24,0,0,0
2025-03-04 14:00:00,26,87.51,87.51,87.51,1.05,1.05,1.05,56.18,56.18,56.18,0,0,0
2025-03-04 14:00:00,27,79.38499999999999,74.52,84.25,1.75,1.69,1.81,34.64,24.19,45.09,0,0,0
2025-03-04 14:00:00,28,69.2,69.2,69.2,1.14,1.14,1.14,41.62,41.62,41.62,0,0,0
2025-03-04 14:00:00,30,71.325,68.54,74.11,4.02,3.2,4.84,69.75999999999999,59.97,79.55,0,0,0
2025-03-04 14:00:00,32,68.67999999999999,60.53,80.97,2.4483333333333333,1.27,4.7,53.725,43.02,64.79,0,0,0
2025-03-04 14:00:00,36,83.54,83.54,83.54,2.23,2.23,2.23,50.0,50.0,50.0,0,0,0
2025-03-04 14:00:00,37,71.18,71.18,71.18,4.68,4.68,4.68,57.12,57.12,57.12,0,0,0
2025-03-04 14:00:00,38,68.54,68.54,68.54,3.78,3.78,3.78,24.19,24.19,24.19,0,0,0
2025-03-04 14:00:00,4,93.47,93.47,93.47,3.73,3.73,3.73,36.69,36.69,36.69,0,0,0
2025-03-04 14:00:00,40,69.11,58.68,75.07,3.5825,2.06,4.82,61.900000000000006,52.63,83.84,0,0,0
2025-03-04 14:00:00,41,75.25,75.25,75.25,2.81,2.81,2.81,56.66,56.66,56.66,0,0,0
2025-03-04 14:00:00,42,70.48,70.48,70.48,1.32,1.32,1.32,56.8,56.8,56.8,0,0,0
2025-03-04 14:00:00,43,69.19,69.19,69.19,3.07,3.07,3.07,55.07,55.07,55.07,0,0,0
2025-03-04 14:00:00,44,73.92,73.92,73.92,3.94,3.94,3.94,74.47,74.47,74.47,0,0,0
2025-03-04 14:00:00,45,90.01,90.01,90.01,3.45,3.45,3.45,72.09,72.09,72.09,0,0,0
2025-03-04 14:00:00,46,68.08666666666666,61.36,76.8,2.67,1.53,4.29,50.00333333333333,33.14,62.35,0,0,0
2025-03-04 14:00:00,47,76.69,71.6,81.78,2.52,1.77,3.27,56.61,47.11,66.11,0,0,0
2025-03-04 14:00:00,48,54.4,54.4,54.4,4.96,4.96,4.96,60.07,60.07,60.07,0,0,0
2025-03-04 14:00:00,49,70.09,70.09,70.09,4.56,4.56,4.56,47.48,47.48,47.48,0,0,0
2025-03-04 14:00:00,5,83.89,83.89,83.89,4.51,4.51,4.51,61.33,61.33,61.33,0,0,0
2025-03-04 14:00:00,6,67.89,67.89,67.89,2.79,2.79,2.79,37.68,37.68,37.68,0,0,0
2025-03-04 14:00:00,7,79.18,59.09,91.69,3.0833333333333335,2.18,4.55,55.946666666666665,53.86,59.47,0,0,0
2025-03-04 14:00:00,8,83.34,79.42,87.26,1.685,1.64,1.73,39.605000000000004,39.24,39.97,0,0,0
2025-03-04 14:00:00,9,73.75999999999999,72.44,75.08,1.83,1.53,2.13,29.67,17.67,41.67,0,0,0
2025-03-04 15:00:00,10,72.58500000000001,72.01,73.16,2.125,1.99,2.26,38.59,32.67,44.51,0,0,0
2025-03-04 15:00:00,11,67.52,67.52,67.52,4.26,4.26,4.26,60.4,60.4,60.4,0,0,0
2025-03-04 15:00:00,12,79.02,73.63,84.41,2.4,2.28,2.52,54.56,45.63,63.49,0,0,0
2025-03-04 15:00:00,13,62.39,62.39,62.39,4.93,4.93,4.93,47.43,47.43,47.43,0,0,0
2025-03-04 15:00:00,15,87.775,83.75,91.8,2.825,2.21,3.44,50.370000000000005,48.65,52.09,0,0,0
2025-03-04 15:00:00,16,68.63,68.63,68.63,1.11,1.11,1.11,41.69,41.69,41.69,0,0,0
2025-03-04 15:00:00,18,81.13,81.13,81.13,4.57,4.57,4.57,56.5,56.5,56.5,0,0,0
2025-03-04 15:00:00,20,88.03,88.03,88.03,3.27,3.27,3.27,34.69,34.69,34.69,0,0,0
2025-03-04 15:00:00,22,69.87,69.87,69.87,1.15,1.15,1.15,53.74,53.74,53.74,0,0,0
2025-03-04 15:00:00,24,71.22999999999999,63.61,78.85,1.135,1.08,1.19,36.635,18.61,54.66,0,0,0
2025-03-04 15:00:00,25,64.225,57.31,74.69,2.68,1.49,4.08,46.0875,27.71,64.42,0,0,0
2025-03-04 15:00:00,26,73.07,65.26,80.88,3.445,2.71,4.18,52.33,45.2,59.46,0,0,0
2025-03-04 15:00:00,27,79.455,75.7,83.21,3.555,2.71,4.4,53.18,46.4,59.96,0,0,0
2025-03-04 15:00:00,29,78.525,75.04,82.01,3.3200000000000003,3.23,3.41,66.655,62.72,70.59,0,0,0
2025-03-04 15:00:00,3,77.67,72.64,82.7,1.9449999999999998,1.91,1.98,58.36,57.74,58.98,0,0,0
2025-03-04 15:00:00,30,67.995,63.36,72.63,3.7649999999999997,2.78,4.75,36.305,28.98,43.63,0,0,0
2025-03-04 15:00:00,31,82.38,71.36,93.4,3.8200000000000003,3.43,4.21,56.915000000000006,54.56,59.27,0,0,0
2025-03-04 15:00:00,32,77.515,60.93,94.1,2.9250000000000003,1.2,4.65,45.315,43.02,47.61,0,0,0
2025-03-04 15:00:00,33,72.99,72.99,72.99,3.6,3.6,3.6,26.62,26.62,26.62,0,0,0
2025-03-04 15:00:00,35,76.025,67.67,84.38,4.16,3.63,4.69,53.685,49.43,57.94,0,0,0
2025-03-04 15:00:00,36,64.03,64.03,64.03,1.09,1.09,1.09,53.12,53.12,53.12,0,0,0
2025-03-04 15:00:00,37,79.62,79.62,79.62,2.81,2.81,2.81,55.99,55.99,55.99,0,0,0
2025-03-04 15:00:00,4,72.14500000000001,69.45,74.84,4.48,4.02,4.94,77.34,63.03,91.65,0,0,0
2025-03-04 15:00:00,40,79.22333333333334,73.87,89.75,3.266666666666667,2.3,4.45,45.01333333333333,41.88,49.76,0,0,0
2025-03-04 15:00:00,42,79.66,79.66,79.66,2.48,2.48,2.48,56.48,56.48,56.48,0,0,0
2025-03-04 15:00:00,43,76.938,68.45,88.27,1.8719999999999999,1.33,2.83,55.194,40.18,68.42,0,0,0
2025-03-04 15:00:00,44,65.86,65.86,65.86,4.32,4.32,4.32,55.33,55.33,55.33,0,0,0
2025-03-04 15:00:00,45,74.9,74.9,74.9,1.34,1.34,1.34,40.74,40.74,40.74,0,0,0
2025-03-04 15:00:00,47,68.99,68.99,68.99,4.88,4.88,4.88,43.05,43.05,43.05,0,0,0
2025-03-04 15:00:00,49,78.63,78.63,78.63,1.73,1.73,1.73,55.98,55.98,55.98,0,0,0
2025-03-04 15:00:00,5,75.22666666666667,72.48,77.78,2.806666666666667,1.82,4.44,56.78,45.08,64.87,0,0,0
2025-03-04 15:00:00,50,58.63,58.63,58.63,4.57,4.57,4.57,56.23,56.23,56.23,0,0,0
2025-03-04 15:00:00,6,76.42,67.45,94.05,3.3666666666666667,1.82,4.49,54.52333333333333,50.37,61.97,0,0,0
2025-03-04 15:00:00,9,66.79,66.79,66.79,4.65,4.65,4.65,29.21,29.21,29.21,0,0,0
2025-03-04 16:00:00,1,76.98333333333333,72.97,83.47,1.9966666666666668,1.47,2.86,57.71,41.25,78.92,0,0,0
2025-03-04 16:00:00,10,73.465,69.77,77.16,2.06,1.31,2.81,59.91,56.89,62.93,0,0,0
2025-03-04 16:00:00,11,77.505,72.86,82.15,2.7800000000000002,2.74,2.82,41.535,41.32,41.75,0,0,0
2025-03-04 16:00:00,12,73.16,73.16,73.16,1.4,1.4,1.4,26.83,26.83,26.83,0,0,0
2025-03-04 16:00:00,13,74.445,71.77,77.12,2.295,1.27,3.32,35.415,27.16,43.67,0,0,0
2025-03-04 16:00:00,15,79.74,79.74,79.74,4.86,4.86,4.86,30.31,30.31,30.31,0,0,0
2025-03-04 16:00:00,17,79.475,77.37,81.58,1.395,1.07,1.72,45.09,38.87,51.31,0,0,0
2025-03-04 16:00:00,18,71.365,62.27,80.46,2.0949999999999998,1.56,2.63,24.45,22.99,25.91,0,0,0
2025-03-04 16:00:00,21,61.1,61.1,61.1,4.15,4.15,4.15,58.9,58.9,58.9,0,0,0
2025-03-04 16:00:00,22,82.65,82.65,82.65,1.47,1.47,1.47,45.69,45.69,45.69,0,0,0
2025-03-04 16:00:00,23,55.32,55.32,55.32,3.26,3.26,3.26,78.57,78.57,78.57,0,0,0
2025-03-04 16:00:00,24,66.712,57.8,80.32,3.152,1.3,4.12,46.025999999999996,33.86,66.03,0,0,0
2025-03-04 16:00:00,25,78.39,78.39,78.39,3.37,3.37,3.37,55.0,55.0,55.0,0,0,0
2025-03-04 16:00:00,26,72.875,68.09,77.66,1.775,1.48,2.07,37.275,31.3,43.25,0,0,0
2025-03-04 16:00:00,27,70.81,70.81,70.81,1.75,1.75,1.75,57.49,57.49,57.49,0,0,0
2025-03-04 16:00:00,28,70.0,70.0,70.0,1.17,1.17,1.17,53.53,53.53,53.53,0,0,0
2025-03-04 16:00:00,29,77.79,67.83,90.83,1.9866666666666666,1.04,2.85,56.14000000000001,26.12,73.05,0,0,0
2025-03-04 16:00:00,3,82.51,82.51,82.51,2.15,2.15,2.15,60.03,60.03,60.03,0,0,0
2025-03-04 16:00:00,30,70.57,70.57,70.57,1.91,1.91,1.91,48.11,48.11,48.11,0,0,0
2025-03-04 16:00:00,31,88.07,88.07,88.07,3.08,3.08,3.08,82.27,82.27,82.27,0,0,0
2025-03-04 16:00:00,32,64.625,54.8,74.45,4.645,4.59,4.7,50.084999999999994,40.94,59.23,0,0,0
2025-03-04 16:00:00,34,76.475,71.47,81.48,3.025,1.46,4.59,40.325,25.52,55.13,0,0,0
2025-03-04 16:00:00,35,70.23,70.23,70.23,2.58,2.58,2.58,62.63,62.63,62.63,0,0,0
2025-03-04 16:00:00,36,78.635,71.93,85.34,2.39,1.14,3.64,51.334999999999994,40.3,62.37,0,0,0
2025-03-04 16:00:00,37,70.46,70.46,70.46,1.85,1.85,1.85,52.63,52.63,52.63,0,0,0
2025-03-04 16:00:00,38,58.77,58.77,58.77,1.47,1.47,1.47,25.65,25.65,25.65,0,0,0
2025-03-04 16:00:00,39,74.775,59.33,90.22,2.9450000000000003,2.06,3.83,58.145,42.17,74.12,0,0,0
2025-03-04 16:00:00,40,70.07,66.39,73.75,3.95,3.18,4.72,41.86,23.94,59.78,0,0,0
2025-03-04 16:00:00,42,76.03999999999999,73.97,78.11,2.755,2.63,2.88,44.65,43.89,45.41,0,0,0
2025-03-04 16:00:00,43,76.82,76.82,76.82,4.89,4.89,4.89,60.56,60.56,60.56,0,0,0
2025-03-04 16:00:00,48,47.58,47.58,47.58,2.75,2.75,2.75,40.69,40.69,40.69,0,0,0
2025-03-04 16:00:00,49,65.09,65.09,65.09,3.39,3.39,3.39,54.37,54.37,54.37,0,0,0
2025-03-04 16:00:00,50,55.11,55.11,55.11,3.52,3.52,3.52,39.44,39.44,39.44,0,0,0
2025-03-04 16:00:00,6,79.02999999999999,68.57,90.61,3.3166666666666664,2.01,4.95,52.04333333333333,37.39,72.01,0,0,0
2025-03-04 16:00:00,8,84.33,82.39,86.27,2.245,1.6,2.89,56.08,46.51,65.65,0,0,0
2025-03-04 16:00:00,9,83.715,80.94,86.49,2.56,2.29,2.83,73.03999999999999,71.73,74.35,0,0,0
2025-03-04 17:00:00,10,64.81,61.21,68.41,3.08,2.34,3.82,57.595,55.14,60.05,0,0,0
2025-03-04 17:00:00,11,81.39,81.39,81.39,4.14,4.14,4.14,48.6,48.6,48.6,0,0,0
2025-03-04 17:00:00,13,75.16,67.15,83.17,4.21,4.06,4.36,46.305,41.58,51.03,0,0,0
2025-03-04 17:00:00,14,74.16666666666667,72.39,76.78,3.263333333333333,2.02,4.49,46.98333333333333,36.96,61.75,0,0,0
2025-03-04 17:00:00,15,68.43,68.43,68.43,1.29,1.29,1.29,35.56,35.56,35.56,0,0,0
