timestamp,machine_id,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,downtime_risk,maintenance_required
2025-03-04 12:12:00,3,76.88,69.65,77.06,3.89,4.93,1,0,114,Normal,0.0,0
2025-03-04 12:13:00,7,89.54,39.23,47.19,1.43,0.85,1,0,236,Normal,0.0,0
2025-03-04 12:14:00,33,81.74,32.82,45.41,4.5,2.87,1,0,447,Normal,0.0,0
2025-03-04 12:15:00,21,72.94,59.71,64.59,1.46,1.92,1,0,279,Normal,0.0,0
2025-03-04 12:16:00,14,83.53,71.85,73.38,1.27,3.84,1,0,74,Normal,0.0,0
2025-03-04 12:17:00,47,81.39,47.11,42.41,4.39,3.94,1,0,403,Normal,0.0,0
2025-03-04 12:18:00,48,73.4,49.47,76.7,4.24,2.36,0,0,273,Normal,0.0,0
2025-03-04 12:19:00,37,58.44,31.03,59.67,2.03,3.24,1,0,102,Normal,0.0,0
2025-03-04 12:20:00,3,78.72,43.43,61.24,3.35,0.75,1,0,72,Normal,0.0,0
2025-03-04 12:21:00,49,77.67,4.91,73.77,3.88,3.49,0,0,249,Normal,0.0,0
2025-03-04 12:22:00,37,72.9,40.96,66.77,1.96,2.68,1,0,221,Normal,0.0,0
2025-03-04 12:23:00,25,54.8,57.78,57.05,2.69,2.99,0,0,27,Normal,0.0,0
2025-03-04 12:24:00,33,82.44,40.93,78.66,4.74,3.86,1,0,112,Normal,0.0,0
2025-03-04 12:25:00,13,66.5,75.03,58.55,1.12,3.43,2,0,254,Normal,0.0,1
2025-03-04 12:26:00,50,79.83,27.5,40.69,3.84,3.62,1,0,476,Normal,0.0,0
2025-03-04 12:27:00,33,84.41,54.13,62.78,2.41,2.4,1,0,48,Normal,0.0,0
2025-03-04 12:28:00,29,70.23,28.18,76.16,2.01,3.97,1,0,339,Normal,0.0,0
2025-03-04 12:29:00,19,69.78,35.51,50.61,2.5,2.78,1,0,89,Normal,0.0,0
2025-03-04 12:30:00,26,87.77,66.9,78.12,4.01,2.11,1,0,122,Normal,0.0,0
2025-03-04 12:31:00,38,47.2,74.26,32.56,1.46,1.41,1,0,178,Normal,0.0,0
2025-03-04 12:32:00,9,68.07,58.71,68.2,1.95,3.05,1,0,80,Normal,0.0,0
2025-03-04 12:33:00,46,57.96,71.85,52.57,1.8,3.18,1,0,390,Normal,0.0,0
2025-03-04 12:34:00,30,55.63,62.46,30.32,4.88,3.76,1,0,33,Normal,0.0,0
2025-03-04 12:35:00,22,85.68,60.64,58.45,4.77,3.0,1,0,116,Normal,0.0,0
2025-03-04 12:36:00,43,87.55,43.85,79.83,2.98,1.18,1,0,346,Normal,0.0,0
2025-03-04 12:37:00,4,68.08,72.97,47.58,2.23,4.6,0,0,361,Normal,0.0,0
2025-03-04 12:38:00,7,82.69,46.82,56.6,3.69,1.75,1,0,449,Normal,0.0,0
2025-03-04 12:39:00,18,66.61,43.25,60.47,3.39,2.09,0,0,431,Normal,0.0,0
2025-03-04 12:40:00,50,65.95,48.07,64.79,4.93,1.38,1,0,197,Normal,0.0,0
2025-03-04 12:41:00,6,82.09,73.85,67.36,4.11,3.05,1,0,356,Normal,0.0,0
2025-03-04 12:42:00,29,67.93,62.4,68.99,4.0,4.9,1,0,336,Normal,0.0,0
2025-03-04 12:43:00,5,78.82,44.98,75.86,2.32,2.25,1,0,439,Normal,0.0,0
2025-03-04 12:44:00,6,63.3,50.93,79.96,4.88,3.18,1,0,353,Normal,0.0,0
2025-03-04 12:45:00,34,70.95,79.0,48.05,1.86,3.78,1,0,261,Normal,0.0,0
2025-03-04 12:46:00,34,73.78,52.92,53.02,2.6,3.66,2,0,328,Electrical Fault,0.0,1
2025-03-04 12:47:00,1,62.07,46.53,38.07,4.49,3.98,1,0,139,Normal,0.0,0
2025-03-04 12:48:00,18,75.71,42.7,75.35,4.79,3.38,1,0,351,Normal,0.0,0
2025-03-04 12:49:00,27,82.1,52.67,52.26,3.18,1.66,1,0,247,Normal,0.0,0
2025-03-04 12:50:00,10,80.65,60.28,38.18,1.31,4.57,1,0,121,Normal,0.0,0
2025-03-04 12:51:00,39,71.6,69.06,41.27,1.88,3.16,1,0,253,Normal,0.0,0
2025-03-04 12:52:00,2,70.15,25.08,47.48,3.23,3.75,0,0,59,Normal,0.0,0
2025-03-04 12:53:00,19,73.62,57.13,56.05,4.13,2.39,2,0,493,Pressure Drop,0.0,1
2025-03-04 12:54:00,27,67.72,37.22,66.21,2.89,2.44,1,0,386,Normal,0.0,0
2025-03-04 12:55:00,22,80.33,37.78,31.3,3.33,3.89,1,0,192,Normal,0.0,0
2025-03-04 12:56:00,10,82.27,39.55,54.34,1.33,0.54,1,0,388,Normal,0.0,0
2025-03-04 12:57:00,44,82.39,38.8,30.9,4.33,2.97,1,0,17,Normal,0.0,1
2025-03-04 12:58:00,27,98.36,59.91,68.85,1.85,3.91,1,1,25,Normal,1.0,1
2025-03-04 12:59:00,12,89.1,62.28,47.42,2.83,1.29,1,0,89,Normal,0.0,0
2025-03-04 13:00:00,15,70.94,44.45,31.3,4.31,1.3,1,0,105,Normal,0.0,0
2025-03-04 13:01:00,50,73.2,56.63,35.83,1.82,1.45,1,0,302,Normal,0.0,0
2025-03-04 13:02:00,1,73.12,66.83,71.85,1.06,3.69,1,0,279,Normal,0.0,0
2025-03-04 13:03:00,38,71.64,49.31,75.05,2.4,3.64,1,0,319,Normal,0.0,0
2025-03-04 13:04:00,41,78.71,57.53,31.68,2.24,3.04,2,0,209,Overheating,0.0,1
2025-03-04 13:05:00,24,73.71,56.07,34.5,4.8,1.73,1,0,181,Normal,0.0,0
2025-03-04 13:06:00,6,90.02,33.71,48.39,4.82,2.61,1,1,39,Normal,1.0,1
2025-03-04 13:07:00,29,83.07,42.39,79.69,3.83,2.01,1,0,227,Normal,0.0,0
2025-03-04 13:08:00,6,69.44,45.65,52.98,1.88,0.58,1,0,166,Normal,0.0,0
2025-03-04 13:09:00,38,70.93,34.72,78.31,2.91,3.13,1,0,400,Normal,0.0,0
2025-03-04 13:10:00,48,75.63,76.49,69.29,2.56,0.91,0,0,476,Normal,0.0,0
2025-03-04 13:11:00,15,73.46,35.32,53.72,2.07,4.39,1,0,278,Normal,0.0,0
2025-03-04 13:12:00,8,88.38,43.45,79.09,4.35,3.42,1,0,223,Normal,0.0,0
2025-03-04 13:13:00,29,73.14,40.83,51.82,4.41,3.03,1,0,363,Normal,0.0,0
2025-03-04 13:14:00,2,85.92,36.51,45.74,4.74,4.48,1,0,221,Normal,0.0,0
2025-03-04 13:15:00,11,85.53,68.32,30.41,3.38,1.49,1,0,193,Normal,0.0,0
2025-03-04 13:16:00,9,91.96,42.76,50.52,2.99,2.51,1,1,8,Normal,1.0,1
2025-03-04 13:17:00,16,76.42,70.19,64.86,4.36,4.9,1,0,274,Normal,0.0,0
2025-03-04 13:18:00,24,61.17,39.42,34.24,3.02,4.85,1,0,146,Normal,0.0,0
2025-03-04 13:19:00,34,84.99,62.31,77.56,4.6,2.28,0,0,117,Normal,0.0,0
2025-03-04 13:20:00,43,75.95,51.43,64.54,2.58,3.55,1,0,444,Normal,0.0,0
2025-03-04 13:21:00,24,78.72,23.25,52.91,4.62,2.78,1,0,465,Normal,0.0,0
2025-03-04 13:22:00,49,82.47,33.35,79.87,1.48,0.91,2,0,85,Vibration Issue,0.0,1
2025-03-04 13:23:00,38,71.97,51.2,42.82,1.78,0.92,2,0,196,Overheating,0.0,1
2025-03-04 13:24:00,38,84.49,58.38,34.8,4.99,1.28,1,0,335,Normal,0.0,0
2025-03-04 13:25:00,25,73.78,61.2,37.92,3.5,3.45,1,0,192,Normal,0.0,0
2025-03-04 13:26:00,41,61.41,75.44,39.53,4.96,0.8,1,0,58,Normal,0.0,0
2025-03-04 13:27:00,33,83.47,59.38,38.77,4.44,3.36,1,0,429,Normal,0.0,0
2025-03-04 13:28:00,44,76.91,42.77,37.77,3.28,0.53,2,0,82,Vibration Issue,0.0,1
2025-03-04 13:29:00,43,77.59,79.19,75.6,4.35,1.62,1,0,286,Normal,0.0,0
2025-03-04 13:30:00,17,64.72,57.0,74.63,4.95,0.81,1,0,352,Normal,0.0,0
2025-03-04 13:31:00,7,65.64,21.18,44.74,1.7,2.33,1,0,214,Normal,0.0,0
2025-03-04 13:32:00,27,76.64,68.86,79.18,3.36,1.63,2,0,219,Pressure Drop,0.0,1
2025-03-04 13:33:00,36,86.54,44.95,50.0,1.74,1.67,2,0,412,Vibration Issue,0.0,1
2025-03-04 13:34:00,41,61.98,33.97,70.7,1.82,4.35,1,0,205,Normal,0.0,0
2025-03-04 13:35:00,19,62.64,22.35,33.62,1.3,2.5,1,0,53,Normal,0.0,0
2025-03-04 13:36:00,15,83.4,39.57,34.9,1.19,3.65,0,0,291,Normal,0.0,0
2025-03-04 13:37:00,6,81.06,36.54,68.93,4.44,1.83,0,0,187,Normal,0.0,0
2025-03-04 13:38:00,36,59.04,66.25,45.98,2.06,4.67,1,0,161,Normal,0.0,0
2025-03-04 13:39:00,5,85.43,51.69,36.83,4.42,4.61,0,0,111,Normal,0.0,0
2025-03-04 13:40:00,45,54.84,46.02,75.64,4.19,2.04,1,0,252,Normal,0.0,0
2025-03-04 13:41:00,5,66.11,65.2,38.12,4.58,2.7,0,0,308,Normal,0.0,0
2025-03-04 13:42:00,2,80.99,48.66,37.86,4.06,3.71,2,0,44,Vibration Issue,0.0,1
2025-03-04 13:43:00,43,76.55,57.87,52.95,1.18,2.33,1,0,68,Normal,0.0,0
2025-03-04 13:44:00,18,81.72,50.52,55.69,3.01,3.67,1,0,111,Normal,0.0,0
2025-03-04 13:45:00,32,77.15,39.03,51.08,4.9,1.46,2,0,129,Overheating,0.0,1
2025-03-04 13:46:00,47,75.44,40.51,78.83,4.03,1.07,1,0,68,Normal,0.0,0
2025-03-04 13:47:00,49,76.37,41.2,47.72,3.58,2.51,1,0,183,Normal,0.0,0
2025-03-04 13:48:00,29,80.39,62.63,68.73,4.48,2.91,1,0,13,Normal,0.0,1
2025-03-04 13:49:00,49,74.79,38.3,49.61,2.98,3.51,0,0,198,Normal,0.0,0
2025-03-04 13:50:00,20,86.81,71.86,60.86,2.51,4.3,1,0,388,Normal,0.0,0
2025-03-04 13:51:00,19,78.63,47.42,33.83,2.78,0.73,1,0,154,Normal,0.0,0
2025-03-04 13:52:00,16,69.82,41.47,74.76,4.5,1.53,2,0,15,Pressure Drop,0.0,1
2025-03-04 13:53:00,11,67.26,30.96,39.99,3.26,0.73,2,0,18,Normal,0.0,1
2025-03-04 13:54:00,28,72.56,40.66,54.74,4.3,4.58,0,0,465,Normal,0.0,0
2025-03-04 13:55:00,22,79.75,84.03,73.89,3.4,4.34,1,1,12,Normal,1.0,1
2025-03-04 13:56:00,27,88.71,14.32,40.51,3.97,4.73,1,0,141,Normal,0.0,0
2025-03-04 13:57:00,17,65.19,48.96,40.58,4.04,1.77,0,0,153,Normal,0.0,0
2025-03-04 13:58:00,8,83.17,44.58,62.9,3.45,4.25,1,0,446,Normal,0.0,0
2025-03-04 13:59:00,8,73.31,62.07,77.95,1.65,2.86,1,0,476,Normal,0.0,0
2025-03-04 14:00:00,23,79.03,77.94,78.41,1.14,0.66,1,0,403,Normal,0.0,0
2025-03-04 14:01:00,32,61.38,51.55,73.49,3.55,4.1,1,0,359,Normal,0.0,0
2025-03-04 14:02:00,44,73.92,74.47,51.69,3.94,1.56,0,0,337,Normal,0.0,0
2025-03-04 14:03:00,15,48.85,22.75,72.18,2.29,3.2,1,0,424,Normal,0.0,0
2025-03-04 14:04:00,27,74.52,24.19,48.89,1.69,2.69,1,0,153,Normal,0.0,0
2025-03-04 14:05:00,4,93.47,36.69,75.28,3.73,0.97,1,1,43,Normal,1.0,1
2025-03-04 14:06:00,40,70.77,55.11,33.6,4.82,1.64,1,0,276,Normal,0.0,0
2025-03-04 14:07:00,32,78.16,64.79,40.37,1.27,1.35,2,0,401,Pressure Drop,0.0,1
2025-03-04 14:08:00,47,81.78,47.11,68.7,3.27,3.78,0,0,77,Normal,0.0,0
2025-03-04 14:09:00,37,71.18,57.12,35.1,4.68,3.35,1,0,275,Normal,0.0,0
2025-03-04 14:10:00,10,55.0,46.56,31.21,1.65,1.2,1,0,473,Normal,0.0,0
2025-03-04 14:11:00,28,69.2,41.62,55.22,1.14,3.98,1,0,201,Normal,0.0,0
2025-03-04 14:12:00,32,60.53,61.72,34.67,1.65,2.9,1,0,61,Normal,0.0,0
2025-03-04 14:13:00,32,61.97,43.69,55.69,1.78,3.43,1,0,167,Normal,0.0,0
2025-03-04 14:14:00,15,82.9,39.91,53.09,3.68,0.77,1,0,440,Normal,0.0,0
2025-03-04 14:15:00,6,67.89,37.68,32.52,2.79,0.59,1,0,380,Normal,0.0,0
2025-03-04 14:16:00,9,75.08,41.67,32.85,2.13,1.9,1,0,123,Normal,0.0,0
2025-03-04 14:17:00,38,68.54,24.19,65.81,3.78,4.74,1,0,197,Normal,0.0,0
2025-03-04 14:18:00,30,68.54,79.55,58.55,3.2,0.7,1,0,247,Normal,0.0,0
2025-03-04 14:19:00,41,75.25,56.66,50.82,2.81,0.59,1,0,70,Normal,0.0,0
2025-03-04 14:20:00,40,75.07,83.84,34.88,2.69,3.82,1,1,25,Normal,1.0,1
2025-03-04 14:21:00,16,72.74,57.4,57.73,3.89,2.76,1,0,464,Normal,0.0,0
2025-03-04 14:22:00,25,70.06,56.24,72.87,4.41,3.32,2,0,360,Electrical Fault,0.0,1
2025-03-04 14:23:00,10,79.87,43.16,37.49,3.04,2.21,1,0,40,Normal,0.0,0
2025-03-04 14:24:00,30,74.11,59.97,46.19,4.84,1.44,1,0,20,Normal,0.0,0
2025-03-04 14:25:00,9,72.44,17.67,47.18,1.53,4.8,1,0,349,Normal,0.0,0
2025-03-04 14:26:00,40,58.68,52.63,34.21,4.76,1.05,0,0,136,Normal,0.0,0
2025-03-04 14:27:00,46,61.36,54.52,68.63,4.29,3.06,1,0,389,Normal,0.0,0
2025-03-04 14:28:00,7,59.09,53.86,38.14,2.52,1.11,1,0,282,Normal,0.0,0
2025-03-04 14:29:00,43,69.19,55.07,79.12,3.07,1.88,1,0,34,Normal,0.0,0
2025-03-04 14:30:00,48,54.4,60.07,61.54,4.96,2.64,1,0,141,Normal,0.0,0
2025-03-04 14:31:00,49,70.09,47.48,36.31,4.56,4.11,1,0,494,Normal,0.0,0
2025-03-04 14:32:00,40,71.92,56.02,54.73,2.06,2.37,2,0,213,Vibration Issue,0.0,1
2025-03-04 14:33:00,12,66.7,22.49,44.89,3.98,3.06,1,0,496,Normal,0.0,0
2025-03-04 14:34:00,17,74.09,52.44,49.39,3.41,1.76,1,0,331,Normal,0.0,0
2025-03-04 14:35:00,25,88.24,38.13,75.4,1.66,0.82,1,0,492,Normal,0.0,0
2025-03-04 14:36:00,47,71.6,66.11,74.07,1.77,1.82,1,0,54,Normal,0.0,0
2025-03-04 14:37:00,7,86.76,59.47,34.5,2.18,3.23,1,0,435,Normal,0.0,0
2025-03-04 14:38:00,19,79.93,70.66,79.57,3.52,3.28,1,0,336,Normal,0.0,0
2025-03-04 14:39:00,17,68.56,31.12,59.25,3.18,1.78,1,0,318,Normal,0.0,0
2025-03-04 14:40:00,32,80.97,57.58,50.99,4.7,2.26,1,0,78,Normal,0.0,0
2025-03-04 14:41:00,23,84.71,60.37,34.74,1.21,1.43,1,0,330,Normal,0.0,0
2025-03-04 14:42:00,45,90.01,72.09,52.19,3.45,3.07,1,1,8,Normal,1.0,1
2025-03-04 14:43:00,32,69.07,43.02,40.3,1.74,3.44,1,0,399,Normal,0.0,0
2025-03-04 14:44:00,26,87.51,56.18,53.78,1.05,3.73,1,0,312,Normal,0.0,0
2025-03-04 14:45:00,8,79.42,39.97,60.21,1.73,2.67,1,0,80,Normal,0.0,0
2025-03-04 14:46:00,22,84.96,53.22,62.55,4.13,4.4,1,0,242,Normal,0.0,0
2025-03-04 14:47:00,46,76.8,33.14,79.43,1.53,3.35,1,0,343,Normal,0.0,0
2025-03-04 14:48:00,8,87.26,39.24,55.65,1.64,3.06,2,0,198,Normal,0.0,1
2025-03-04 14:49:00,46,66.1,62.35,63.28,2.19,1.88,1,0,260,Normal,0.0,0
2025-03-04 14:50:00,5,83.89,61.33,45.88,4.51,2.47,1,0,126,Normal,0.0,0
2025-03-04 14:51:00,12,52.48,54.05,67.17,4.2,2.92,1,0,435,Normal,0.0,0
2025-03-04 14:52:00,27,84.25,45.09,50.84,1.81,4.94,2,0,419,Overheating,0.0,1
2025-03-04 14:53:00,20,73.66,22.71,78.19,4.34,4.2,1,0,246,Normal,0.0,0
2025-03-04 14:54:00,11,73.72,62.19,36.96,1.4,2.9,1,0,177,Normal,0.0,0
2025-03-04 14:55:00,36,83.54,50.0,52.26,2.23,3.06,1,0,243,Normal,0.0,0
2025-03-04 14:56:00,2,93.51,66.94,65.87,1.19,4.27,1,1,40,Normal,1.0,1
2025-03-04 14:57:00,10,53.48,50.21,30.5,3.4,1.27,1,0,162,Normal,0.0,0
2025-03-04 14:58:00,42,70.48,56.8,68.59,1.32,3.83,1,0,240,Normal,0.0,0
2025-03-04 14:59:00,7,91.69,54.51,59.22,4.55,2.26,1,1,25,Normal,1.0,1
2025-03-04 15:00:00,12,73.63,45.63,68.66,2.52,2.15,0,0,61,Normal,0.0,0
2025-03-04 15:01:00,16,68.63,41.69,36.11,1.11,3.62,1,0,452,Normal,0.0,0
2025-03-04 15:02:00,31,71.36,54.56,66.19,4.21,4.18,1,0,342,Normal,0.0,0
2025-03-04 15:03:00,27,83.21,59.96,65.95,2.71,3.83,1,0,474,Normal,0.0,0
2025-03-04 15:04:00,32,94.1,43.02,66.02,4.65,4.47,1,1,7,Normal,1.0,1
2025-03-04 15:05:00,42,79.66,56.48,46.69,2.48,0.91,1,0,418,Normal,0.0,0
2025-03-04 15:06:00,40,74.05,43.4,47.79,3.05,2.65,1,0,399,Normal,0.0,0
2025-03-04 15:07:00,27,75.7,46.4,44.23,4.4,0.51,1,0,30,Normal,0.0,0
2025-03-04 15:08:00,25,60.24,64.42,52.21,1.59,1.09,1,0,43,Normal,0.0,0
