timestamp,machine_id,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,downtime_risk,maintenance_required,data_quality,record_id
2025-03-04 12:34:00,30,55.63,62.46,30.32,4.88,3.76,1,0,33,Normal,0.0,0,good,5310a924-f897-4157-bac5-3f4804e5833f
2025-03-04 12:35:00,22,85.68,60.64,58.45,4.77,3.0,1,0,116,Normal,0.0,0,good,76648926-e7e0-4f1e-82d1-e6268d487223
2025-03-04 12:36:00,43,87.55,43.85,79.83,2.98,1.18,1,0,346,Normal,0.0,0,good,c34c9767-413a-44fa-ad03-296ef69b7f37
2025-03-04 12:37:00,4,68.08,72.97,47.58,2.23,4.6,0,0,361,Normal,0.0,0,good,00f1dd22-89e6-4063-94c3-bd1b7bb38075
2025-03-04 12:38:00,7,82.69,46.82,56.6,3.69,1.75,1,0,449,Normal,0.0,0,good,b47e428f-13d6-401d-9361-9adc5be2c58e
2025-03-04 12:39:00,18,66.61,43.25,60.47,3.39,2.09,0,0,431,Normal,0.0,0,good,ea180e35-e930-427c-ad76-d3afcab22fe2
2025-03-04 12:40:00,50,65.95,48.07,64.79,4.93,1.38,1,0,197,Normal,0.0,0,good,9f56d3f5-4740-4c38-927f-3d13e83b10d1
2025-03-04 12:41:00,6,82.09,73.85,67.36,4.11,3.05,1,0,356,Normal,0.0,0,good,3518efef-eca1-411a-9602-4cf3a2bc1573
2025-03-04 12:42:00,29,67.93,62.4,68.99,4.0,4.9,1,0,336,Normal,0.0,0,good,16dbcce2-9485-4846-91c8-b2aa18b9a1ea
2025-03-04 12:43:00,5,78.82,44.98,75.86,2.32,2.25,1,0,439,Normal,0.0,0,good,3176d91b-ae19-48a4-91e5-652c78c79ad1
2025-03-04 12:44:00,6,63.3,50.93,79.96,4.88,3.18,1,0,353,Normal,0.0,0,good,e79b5c5d-0dcb-47ff-a667-ed761533d2a5
2025-03-04 12:45:00,34,70.95,79.0,48.05,1.86,3.78,1,0,261,Normal,0.0,0,good,eb0f98b3-3152-4dc0-849b-55f53e992149
2025-03-04 12:46:00,34,73.78,52.92,53.02,2.6,3.66,2,0,328,Electrical Fault,0.0,1,good,8ceb1e38-2d84-4528-8156-d70bfd3dc6e7
2025-03-04 12:47:00,1,62.07,46.53,38.07,4.49,3.98,1,0,139,Normal,0.0,0,good,91d5acda-b1a3-4e8c-a59a-d468dbcf44a0
2025-03-04 12:48:00,18,75.71,42.7,75.35,4.79,3.38,1,0,351,Normal,0.0,0,good,0c3d5d03-9ea2-430f-8401-22fe12437433
2025-03-04 12:49:00,27,82.1,52.67,52.26,3.18,1.66,1,0,247,Normal,0.0,0,good,a0e8c13b-e12f-45ad-bf99-62d3fc2816fa
2025-03-04 12:50:00,10,80.65,60.28,38.18,1.31,4.57,1,0,121,Normal,0.0,0,good,b5a10ee0-6ee3-4760-bb8f-c4ef3a49277e
2025-03-04 12:51:00,39,71.6,69.06,41.27,1.88,3.16,1,0,253,Normal,0.0,0,good,631f93cf-0190-4068-aadc-b8d2c075178b
2025-03-04 12:52:00,2,70.15,25.08,47.48,3.23,3.75,0,0,59,Normal,0.0,0,good,31a1533f-6d04-4583-8c82-15ce0c380dd5
2025-03-04 12:53:00,19,73.62,57.13,56.05,4.13,2.39,2,0,493,Pressure Drop,0.0,1,good,4a997738-4df2-455b-8167-a88bf9aff4ff
2025-03-04 12:54:00,27,67.72,37.22,66.21,2.89,2.44,1,0,386,Normal,0.0,0,good,e7659271-a1d8-448c-8c54-7e169f69bea3
2025-03-04 12:55:00,22,80.33,37.78,31.3,3.33,3.89,1,0,192,Normal,0.0,0,good,a3ae2473-b821-4a3b-876f-483d8332ca36
2025-03-04 12:56:00,10,82.27,39.55,54.34,1.33,0.54,1,0,388,Normal,0.0,0,good,1ca0c171-8b19-48cb-b245-3a29533946ac
2025-03-04 12:57:00,44,82.39,38.8,30.9,4.33,2.97,1,0,17,Normal,0.0,1,good,9887361a-c0c0-4af1-a233-99e55ed579c1
2025-03-04 12:58:00,27,98.36,59.91,68.85,1.85,3.91,1,1,25,Normal,1.0,1,good,508c503f-4cd4-4043-979c-f023dd35f6ec
2025-03-04 12:59:00,12,89.1,62.28,47.42,2.83,1.29,1,0,89,Normal,0.0,0,good,de1b4e10-6e81-4047-8c00-29f335af2b3b
2025-03-04 13:00:00,15,70.94,44.45,31.3,4.31,1.3,1,0,105,Normal,0.0,0,good,3b651719-a2b3-4818-94b5-6bb2cbe8228e
2025-03-04 13:01:00,50,73.2,56.63,35.83,1.82,1.45,1,0,302,Normal,0.0,0,good,1ee5555c-6ff8-48bf-b519-915c195a693f
2025-03-04 13:02:00,1,73.12,66.83,71.85,1.06,3.69,1,0,279,Normal,0.0,0,good,3193b6e9-029e-491d-85d8-1097597bd71c
2025-03-04 13:03:00,38,71.64,49.31,75.05,2.4,3.64,1,0,319,Normal,0.0,0,good,a66ada02-ea17-4e74-9b7e-4a37386028b6
2025-03-04 13:04:00,41,78.71,57.53,31.68,2.24,3.04,2,0,209,Overheating,0.0,1,good,cdb31b3c-22e8-471d-9176-ce324858f0a4
2025-03-04 13:05:00,24,73.71,56.07,34.5,4.8,1.73,1,0,181,Normal,0.0,0,good,468a66e1-d4df-4844-80a4-ce5625065ebf
2025-03-04 13:06:00,6,90.02,33.71,48.39,4.82,2.61,1,1,39,Normal,1.0,1,good,145f261b-f3b0-4649-af3d-29244baeb7dd
2025-03-04 13:07:00,29,83.07,42.39,79.69,3.83,2.01,1,0,227,Normal,0.0,0,good,a0caa7fb-4b37-4103-a56d-3600aa671796
2025-03-04 13:08:00,6,69.44,45.65,52.98,1.88,0.58,1,0,166,Normal,0.0,0,good,bde0a7ac-2c0b-4b28-8b75-c6d28426291c
2025-03-04 13:09:00,38,70.93,34.72,78.31,2.91,3.13,1,0,400,Normal,0.0,0,good,718675df-5f64-49a3-bdf4-43186e334475
2025-03-04 13:10:00,48,75.63,76.49,69.29,2.56,0.91,0,0,476,Normal,0.0,0,good,ba74a533-8f2b-452d-9a4a-f111fc8f20af
2025-03-04 13:11:00,15,73.46,35.32,53.72,2.07,4.39,1,0,278,Normal,0.0,0,good,6fe1e9e0-ef49-4a6f-a03d-196b0cc9ea68
2025-03-04 13:12:00,8,88.38,43.45,79.09,4.35,3.42,1,0,223,Normal,0.0,0,good,7b99346f-5524-44b7-a18d-fda4c22d4312
2025-03-04 13:13:00,29,73.14,40.83,51.82,4.41,3.03,1,0,363,Normal,0.0,0,good,109cc7ab-e292-49b2-8e8a-fd06eef6c359
2025-03-04 13:14:00,2,85.92,36.51,45.74,4.74,4.48,1,0,221,Normal,0.0,0,good,5c6b4328-ad3b-4651-a85d-6ceeb1d51766
2025-03-04 13:15:00,11,85.53,68.32,30.41,3.38,1.49,1,0,193,Normal,0.0,0,good,e6ecccdd-bbae-4005-858e-d5fdf4a637dd
2025-03-04 13:16:00,9,91.96,42.76,50.52,2.99,2.51,1,1,8,Normal,1.0,1,good,9e801f01-41d3-4627-b0f2-4eeecbecc7ad
2025-03-04 13:17:00,16,76.42,70.19,64.86,4.36,4.9,1,0,274,Normal,0.0,0,good,9fb52d9f-97a7-45e8-ab54-e782f12a06f1
2025-03-04 13:18:00,24,61.17,39.42,34.24,3.02,4.85,1,0,146,Normal,0.0,0,good,f3e454d4-307e-4aa1-9d0c-ab8548c17e93
2025-03-04 13:19:00,34,84.99,62.31,77.56,4.6,2.28,0,0,117,Normal,0.0,0,good,30b8fde8-0d78-4d14-807e-792cf7ff8cff
2025-03-04 13:20:00,43,75.95,51.43,64.54,2.58,3.55,1,0,444,Normal,0.0,0,good,beb44ec9-14b7-44dd-aa0b-3ddafb4566a8
2025-03-04 13:21:00,24,78.72,23.25,52.91,4.62,2.78,1,0,465,Normal,0.0,0,good,921286c0-6e6c-43fe-9ffc-86c9bac9afcb
2025-03-04 13:22:00,49,82.47,33.35,79.87,1.48,0.91,2,0,85,Vibration Issue,0.0,1,good,89500f21-fbf9-4bce-b5b5-6915e723dcff
2025-03-04 13:23:00,38,71.97,51.2,42.82,1.78,0.92,2,0,196,Overheating,0.0,1,good,c290f311-8ee2-4890-9d99-58e8c3be869f
2025-03-04 13:24:00,38,84.49,58.38,34.8,4.99,1.28,1,0,335,Normal,0.0,0,good,22f4dc95-3974-46dc-8da9-8526162ddee5
2025-03-04 13:25:00,25,73.78,61.2,37.92,3.5,3.45,1,0,192,Normal,0.0,0,good,8181691b-f8a6-4780-91c2-3e4c10d7814d
2025-03-04 13:26:00,41,61.41,75.44,39.53,4.96,0.8,1,0,58,Normal,0.0,0,good,cdb6de9b-ca0e-4690-a814-afc9c6353f4f
2025-03-04 13:27:00,33,83.47,59.38,38.77,4.44,3.36,1,0,429,Normal,0.0,0,good,58fc9e77-ebe4-4070-8fa4-ceda71063ec8
2025-03-04 13:28:00,44,76.91,42.77,37.77,3.28,0.53,2,0,82,Vibration Issue,0.0,1,good,95746c78-729b-4bcc-8ea5-081f708a892c
2025-03-04 13:29:00,43,77.59,79.19,75.6,4.35,1.62,1,0,286,Normal,0.0,0,good,3942df1e-9de0-4bc3-9652-19d46f565cfc
